Report Status,pilot,crew,engine,weather,runway,manufacturer,probable,foreign,factual
"The pilot's operation of the helicopter at high gross weight and high density altitude while still in ground effect, which reduced the efficiency of the rotor system and the amount of lift produced, which resulted in a collision with terrain. Contributing to the accident was the pilot's decision to continue the flight after the first indication of reduced performance.",1,0,0,0,0,0,0,0,0
"The pilot's over application of brakes during taxi, which resulted in a nose over.  ",1,0,0,0,0,0,0,0,0
"The pilot's over application of power during recovery from a runway excursion, which resulted in a ground loop and nose over.",1,0,0,0,1,0,0,0,0
"The pilot's over correction during the landing roll, which resulted in a loss of directional control, runway excursion, a landing gear collapse, and substantial damage to the right wing.",1,0,0,0,1,0,0,0,0
"The pilot's overapplication of brakes during landing in gusting tailwind conditions, which resulted in a nose-over.",1,0,0,0,0,0,0,0,0
"The pilot's overapplication of brakes during landing on unimproved terrain, which resulted in a nose-over.

",1,0,0,0,0,0,0,0,0
"The pilot's overapplication of brakes during landing, which resulted in a nose-over.",1,0,0,0,0,0,0,0,0
"The pilot's overapplication of brakes during landing, which resulted in a nose-over.   ",1,0,0,0,0,0,0,0,0
"The pilot's overapplication of brakes during the landing roll, which resulted in a noseover.  ",1,0,0,0,0,0,0,0,0
"The pilot's overapplication of the brakes during landing and the subsequent loss of directional control and nose-over.

",1,0,0,0,0,0,0,0,0
"The pilot's overapplication of the brakes during landing on a grass runway, which resulted in a nose-over.",1,0,0,0,1,0,0,0,0
"The pilot's overapplication of the brakes during landing on a soft runway, which resulted in a nose-over.",1,0,0,0,1,0,0,0,0
"The pilot's overcorrection during the landing, which resulted in a loss of directional control.

",1,0,0,0,0,0,0,0,0
"The pilot's overcorrection to a wind gust, which resulted in a loss of directional control and runway veeroff.",1,0,0,0,1,0,0,0,0
"The pilot's overcorrection to the landing pad shifting, which resulted in the helicopter impacting trees. A factor contributing to the accident was the collapse of the landing pad.",1,0,0,0,0,0,0,0,0
"The pilot's overreaction to a perceived conflict with a tow plane and glider on an intersecting runway, which resulted in a loss of control during an attempted aborted landing. Contributing to the accident was the failure of the glider tow operator to follow and the airport operator to ensure compliance with published airport rules and regulations for glider tow operations.",1,0,0,0,1,0,0,0,0
"The pilot's partial incapacitation during cruise flight and his subsequent inadequate fuel management, which resulted in fuel starvation.",1,0,0,0,0,0,0,0,0
"The pilot's pattern of poor decision-making that led to the initial launch, continued flight in fog and above clouds, and descent near or through clouds that decreased the pilot's ability to see and avoid obstacles. Contributing to the accident were (1) the pilot's impairing medical conditions and medications and (2) the Federal Aviation Administration's policy to not require a medical certificate for commercial balloon pilots.",1,0,0,0,0,0,0,0,0
"The pilot's perception that the airplane was not climbing normally, which precipitated an aborted landing with insufficient runway remaining to stop the airplane safely.",1,0,0,0,1,0,0,0,0
"The pilot's performance of VFR flight into IMC, resulting in failure to maintain terrain clearance.  Contributing to the accident was the fog.",1,0,0,0,0,0,0,0,0
"The pilot's physical impairment due to alcohol, which adversely affected his ability to operate the airplane and to maintain clearance from mountainous terrain while operating in dark night conditions.",1,0,0,0,0,0,0,0,0
"The pilot's physical impairment, which adversely affected his ability to properly operate the airplane.",1,0,0,0,0,0,0,0,0
"The pilot's physical incapacitation, including loss of vision, which led to a loss of control and the subsequent in-flight breakup of the airplane.",1,0,0,0,0,0,0,0,0
The pilot's physiologic impairment and failure to attain the proper touchdown point during an intentional off airport landing.  Contributing to the accident was the pilot's improper in-flight planning.  ,1,0,0,0,0,0,0,0,0
"The pilot's poor decision to land with a tailwind, which resulted in a runway excursion.",1,0,0,0,1,0,0,0,0
The pilot's poor decision to takeoff with a tailwind which resulted in a runway excursion.,1,0,0,0,1,0,0,0,0
The pilot's poor judgment by performing intentional low-level maneuvers that resulted in an inadvertent stall/spin at an altitude to low to affect a safe recovery.,1,0,0,0,0,0,0,0,0
"The pilot's poor judgment/decision making in attempting the no-flap takeoff, his failure to comply with weight and balance limitations, and his failure to calculate the airplane's performance under exiting conditions.",1,0,0,0,0,0,0,0,0
"The pilot's poor preflight planning, during which he failed to verify the proper procedure to activate the runway lights; his inability to locate the airport without lighting; and the airplanes subsequent low-fuel state as he circled looking for the airport, which necessitated a precautionary off-airport landing, during which the nose landing gear separated.  
 

",1,0,0,0,1,0,0,0,0
"The pilot's precautionary water landing with partially extended landing gear. Contributing to the accident was the unidentified anomaly with the airplane's electrical system, which rendered the gear position indicator system inoperative.",1,0,0,0,0,0,0,0,0
"The pilot's premature application of brakes during landing, which resulted in a nose-over event. ",1,0,0,0,0,0,0,0,0
"The pilot's premature full retraction of the flaps during a go-around and his subsequent improper decision to turn with a minimal climb gradient, which resulted in an off-airport landing and a landing gear collapse.

",1,0,0,0,0,0,0,0,0
"The pilot's premature movement of the landing gear selector to the ""up"" position during takeoff, which allowed the landing gear to retract before a positive climb rate was established, and the lack of a positive climb rate, which led to the airplane settling back on the runway with the gear retracted.",1,0,0,0,1,0,0,0,0
"The pilot's premature power reduction, which resulted in a runway undershoot.",1,0,0,0,1,0,0,0,0
"The pilot's premature retraction of the wing flaps and his subsequent failure to maintain pitch control during an attempted go-around, which resulted in the airplane exceeding its critical angle-of-attack and an aerodynamic stall. Contributing to the accident were the pilots inadequate in-flight fuel planning; his internal pressure to reach the airport expediently due to low fuel, which led to a high and fast approach; and his subsequent decision to go around when low on fuel.",1,0,0,0,0,0,0,0,0
"The pilot's premature rotation and failure to attain sufficient airspeed required for a sustained climb, resulting in a runway overrun and collision with a fence.",1,0,0,0,1,0,0,0,0
The pilot's premature rotation and liftoff and her subsequent failure to recognize and correct for the influence of ground effect on the airplane's takeoff performance.,1,0,0,0,0,0,0,0,0
The pilot's premature rotation during takeoff.,1,0,0,0,0,0,0,0,0
"The pilot's premature turn during the takeoff climb and subsequent turn to avoid trees, which resulted in his exceedance of the airplanes critical angle-of-attack and a subsequent aerodynamic stall.",1,0,0,0,0,0,0,0,0
The pilot's premature turn toward trees during the initial climb. Contributing to the accident was the airplane's high gross weight and density altitude that precluded a normal takeoff and climb.,1,0,0,0,0,0,0,0,0
The pilot's rapid application of throttle and carburetor heat causing the engine to hesitate and lose power during takeoff following an aborted landing.,1,0,1,0,0,0,0,0,0
"The pilot's receiving instructions failure to maintain directional control during the landing roll, which resulted in impact with trees and a house.",1,0,0,0,0,0,0,0,0
"The pilot's receiving instructions improper landing flare and his failure to maintain adequate airspeed and his exceedance of the airplane's critical angle of attack during landing, which resulted in an aerodynamic stall.

",1,0,0,0,0,0,0,0,0
"The pilot's reckless decision to conduct low-level flight over a canyon, resulting in the airplane's impact with power lines and terrain.",1,0,0,0,0,0,0,0,0
"The pilot's reconfiguration of the fuel venting system, which resulted in a loss of engine power and subsequent loss of aircraft control.
",1,0,1,0,0,0,0,0,0
"The pilot's rejected takeoff due to perceived flight control system anomalies, which led to excessive brake temperatures and resulted in a right main landing gear brake fire.",1,0,0,0,0,0,0,0,0
The pilot's repeated attempts to take off from an unimproved field with tall grass.,1,0,0,0,0,0,0,0,0
The pilot's reported inability to control his amateur-built airplane for undetermined reasons after the airplane inadvertently became airborne while conducting a high-speed taxi.,1,0,0,0,0,0,0,0,0
The pilot's retraction of the landing gear prior to establishing a positive climb rate.,1,0,0,0,0,0,0,0,0
"The pilot's selection of a departure runway of inadequate length for the density altitude, resulting in the airplane not gaining sufficient lift, departing the runway, and impacting terrain.",1,0,0,0,1,0,0,0,0
